city,lat,lng,country,admin
Rajshahi,24.3667,88.6,Bangladesh,admin
Piraeus,37.943,23.6469,Greece,admin
Zebediela,-24.31,29.27,South Africa,admin
Shah Latif Town,24.8806,67.1625,Pakistan,admin
Tanbei,35.088,112.951,China,admin
Londrina,-23.31,-51.1628,Brazil,admin
Esenler,41.0339,28.8903,Turkey,admin
Sochi,43.5853,39.7203,Russia,admin
Rodriguez,14.72,121.12,Philippines,admin
Chauddagram,23.2244,91.3731,Bangladesh,admin
San Nicolas de los Garza,25.75,-100.2833,Mexico,admin
Taoyuan District,24.9913,121.3143,Taiwan,admin
Baisha,29.4896,119.337,China,admin
Mathura,27.4925,77.6736,India,admin
Meicheng,30.631,116.581,China,admin
Lembok,-8.565,116.351,Indonesia,admin
Pasay City,14.5439,120.995,Philippines,admin
Beipiao,41.801,120.771,China,admin
Jiannan,31.3333,104.2,China,admin
Halifax,44.6475,-63.5906,Canada,admin
Fujisawa,35.35,139.4667,Japan,admin
Ulan-Ude,51.8333,107.6,Russia,admin
Laval,45.5833,-73.75,Canada,admin
Jinchang,38.5214,102.188,China,admin
Nehe,48.4833,124.8833,China,admin
Kursk,51.7167,36.1833,Russia,admin
Sangli,16.853,74.583,India,admin
Jeju,33.513,126.523,"Korea, South",admin
Zhuangyuan,37.3056,120.829,China,admin
Davangere,14.4666,75.9242,India,admin
Jian'ou,27.0333,118.3167,China,admin
Machida,35.5542,139.4431,Japan,admin
Sanghar,26.0442,68.9536,Pakistan,admin
Chang'an,29.4768,113.4504,China,admin
Al Maraghah,26.6998,31.6046,Egypt,admin
Bandung,-6.912,107.6097,Indonesia,admin
Shahe,36.8549,114.5033,China,admin
Calicut,11.2588,75.7804,India,admin
Joinvile,-26.3039,-48.8458,Brazil,admin
Ismailia,30.5833,32.2667,Egypt,admin
Veracruz,19.1903,-96.1533,Mexico,admin
Kashiwa,35.8676,139.9758,Japan,admin
Al Bajur,30.4305,31.0368,Egypt,admin
Yan'an Beilu,44.0144,87.2674,China,admin
Mothihari,26.65,84.9167,India,admin
Aomori,40.8228,140.7469,Japan,admin
Tepic,21.5083,-104.8931,Mexico,admin
Akola,20.7,77,India,admin
Mandaluyong City,14.58,121.03,Philippines,admin
Aves,41.3703,-8.4101,Portugal,admin
Sihung,37.3799,126.8029,"Korea, South",admin
Tver,56.8625,35.9242,Russia,admin
Xalapa,19.54,-96.9275,Mexico,admin
Buenaventura,3.8772,-77.0267,Colombia,admin
London,42.9836,-81.2497,Canada,admin
Piracicaba,-22.7252,-47.6493,Brazil,admin
Tetouan,35.5667,-5.3667,Morocco,admin
Yogyakarta,-7.8014,110.3644,Indonesia,admin
Beining,41.6,121.8,China,admin
Toyota,35.0824,137.1563,Japan,admin
Uijeongbu,37.7486,127.0389,"Korea, South",admin
Laohekou,32.359,111.684,China,admin
Rahimyar Khan,28.42,70.3,Pakistan,admin
Thai Nguyen,21.6,105.85,Vietnam,admin
Seremban,2.7105,101.94,Malaysia,admin
Kayapinar,37.95,40.1667,Turkey,admin
Campina Grande,-7.2306,-35.8811,Brazil,admin
Xicheng,23.3667,103.15,China,admin
Santos,-23.9608,-46.3339,Brazil,admin
Kushtia,23.9,89.12,Bangladesh,admin
Maua,-23.6678,-46.4608,Brazil,admin
Xingren,25.435,105.1862,China,admin
Takamatsu,34.35,134.05,Japan,admin
Awsim,30.1222,31.1333,Egypt,admin
Shinagawa-ku,35.6,139.7333,Japan,admin
Paju,37.8667,126.8,"Korea, South",admin
Beylikduzu,41.0011,28.6419,Turkey,admin
Viet Tri,21.3,105.4333,Vietnam,admin
Santa Rosa,14.32,121.12,Philippines,admin
Nagqu,31.476,92.051,China,admin
Bettiah,26.8014,84.5028,India,admin
Jhang City,31.2694,72.3161,Pakistan,admin
Fujin,47.25,132.0333,China,admin
Altindag,39.9636,32.9033,Turkey,admin
Yuanping,38.731,112.711,China,admin
Tala,30.6798,30.9436,Egypt,admin
Talkha,31.0592,31.3767,Egypt,admin
Boa Vista,2.82,-60.6719,Brazil,admin
Jayapura,-2.533,140.717,Indonesia,admin
Toyama,36.6959,137.2137,Japan,admin
Khon Kaen,16.4333,102.8333,Thailand,admin
Linghai,41.1667,121.35,China,admin
Shorapur,16.52,76.76,India,admin
Tinnevelly,8.7136,77.7567,India,admin
Pasto,1.2078,-77.2772,Colombia,admin
Bellary,15.1,76.9167,India,admin
Bhagalpur,25.25,87,India,admin
Danjiangkou,32.5401,111.5131,China,admin
Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,China,admin
Maringa,-23.425,-51.9389,Brazil,admin
Manampizha,9.2972,76.65,India,admin
Kocasinan,38.7333,35.4833,Turkey,admin
Mataram,-8.5833,116.1167,Indonesia,admin
Magnitogorsk,53.3833,59.0333,Russia,admin
Zhijiang,30.426,111.761,China,admin
Fenyang,37.2616,111.7699,China,admin
Binan,14.33,121.08,Philippines,admin
Gebze,40.8,29.4333,Turkey,admin
Shashemene,7.2,38.6,Ethiopia,admin
Fangting,31.127,104.167,China,admin
Shulan,44.4059,126.9655,China,admin
Wanyuan,31.9833,107.9667,China,admin
Jiexiu,37.027,111.917,China,admin
Hat Yai,7.0167,100.4667,Thailand,admin
Baglar,37.9167,40.1833,Turkey,admin
Santa Fe,-31.6333,-60.7,Argentina,admin
Delhi Cantonment,28.6,77.1333,India,admin
Barura,23.3683,91.0484,Bangladesh,admin
Kumi,36.1195,128.3444,"Korea, South",admin
Nagasaki,32.7447,129.8736,Japan,admin
Pencheng,29.676,115.681,China,admin
Salt Lake City,22.61,88.4,India,admin
Etawa,24.18,78.2,India,admin
Sonipat,28.99,77.022,India,admin
Jundiai,-23.1864,-46.8842,Brazil,admin
Bogra,24.851,89.3711,Bangladesh,admin
Brno,49.1925,16.6083,Czechia,admin
Oskemen,49.9833,82.6167,Kazakhstan,admin
Gifu,35.4232,136.7608,Japan,admin
Monteria,8.75,-75.8833,Colombia,admin
Yuregir,36.9928,35.3764,Turkey,admin
Pingquan,41.0184,118.702,China,admin
Toyonaka,34.7833,135.4667,Japan,admin
Dera Ghazi Khan,30.0331,70.64,Pakistan,admin
Hatay,36.2025,36.1606,Turkey,admin
Luhansk,48.5678,39.3031,Ukraine,admin
Miyazaki,31.9078,131.4203,Japan,admin
Dangyang,30.821,111.789,China,admin
Quilon,8.8932,76.6141,India,admin
Mulangodi,9,76.6167,India,admin
Munro Turuttu,9,76.6167,India,admin
Gwangju,37.3667,127.2833,"Korea, South",admin
Nangong,37.359,115.409,China,admin
Hirakata,34.8167,135.65,Japan,admin
Sandakan,5.843,118.108,Malaysia,admin
Szczecin,53.4325,14.5481,Poland,admin
Surgut,61.25,73.4333,Russia,admin
Yongji,34.867,110.448,China,admin
Karur,10.9601,78.0766,India,admin
Diadema,-23.6858,-46.6228,Brazil,admin
Jalna,19.841,75.8864,India,admin
Zhugang,28.1358,121.2264,China,admin
Hejin,35.596,110.712,China,admin
Dunhua,43.3667,128.2333,China,admin
Tangail,24.25,89.92,Bangladesh,admin
Khayelitsha,-34.0403,18.6778,South Africa,admin
Gujrat,32.5739,74.0789,Pakistan,admin
Huili Chengguanzhen,26.6333,102.25,China,admin
Yokosuka,35,16,Japan,admin
Asyut,27.1869,31.1714,Egypt,admin
Sampaloc,14.6031,121.0022,Philippines,admin
Bologna,44.4939,11.3428,Italy,admin
Aqtobe,50.2836,57.2297,Kazakhstan,admin
Cilegon,-6.0027,106.0112,Indonesia,admin
Hafr al Batin,28.4337,45.9601,Saudi Arabia,admin
Elazig,38.6744,39.2228,Turkey,admin
Bairia,25.7583,84.1489,India,admin
Taytay,14.5692,121.1325,Philippines,admin
Bhatpara,22.87,88.41,India,admin
Sintra,38.7974,-9.3904,Portugal,admin
Manisa,38.6144,27.4292,Turkey,admin
Sirur,18.83,74.38,India,admin
Tarlac City,15.4869,120.59,Philippines,admin
Okazaki,34.9543,137.1744,Japan,admin
Lingxi,27.5036,120.3975,China,admin
Kakinada,16.9661,82.255,India,admin
Savar,23.8482,90.2577,Bangladesh,admin
Nuevo Laredo,27.4861,-99.5069,Mexico,admin
Lecheng,25.1333,113.3333,China,admin
Christchurch,-43.5311,172.6361,New Zealand,admin
Hancheng,35.4667,110.4333,China,admin
Zetang,29.238,91.771,China,admin
Canberra,-35.2931,149.1269,Australia,admin
Minamisuita,34.7594,135.5169,Japan,admin
Malabon,14.66,120.96,Philippines,admin
Neiva,2.9345,-75.2809,Colombia,admin
Ha Tinh,18.3333,105.9,Vietnam,admin
Celaya,20.5222,-100.8122,Mexico,admin
Ichinomiya,35.3039,136.8031,Japan,admin
Panihati,22.69,88.37,India,admin
Lianzhou,24.781,112.377,China,admin
Cainta,14.57,121.12,Philippines,admin
Helixi,30.6267,118.9861,China,admin
Madinat as Sadis min Uktubar,29.9361,30.9269,Egypt,admin
Itaquaquecetuba,-23.4864,-46.3486,Brazil,admin
Cantonment,31.5167,74.3833,Pakistan,admin
Rohtak,28.8909,76.5796,India,admin
Maler Kotla,30.5167,75.8833,India,admin
Bhawana,31.5661,72.6461,Pakistan,admin
Bryansk,53.2425,34.3667,Russia,admin
Lipa City,13.9411,121.1622,Philippines,admin
Butuan,8.948,125.543,Philippines,admin
Dikirnis,31.089,31.5948,Egypt,admin
Takasaki,36.3219,139.0033,Japan,admin
Ambon,-3.6967,128.1783,Indonesia,admin
Malakwal,32.5531,73.2067,Pakistan,admin
Toyohashi,34.7692,137.3915,Japan,admin
Panshi,42.95,126.0667,China,admin
Bharatpur,27.6833,84.4333,Nepal,admin
Mardan,34.2012,72.0258,Pakistan,admin
Nagano,36.6486,138.1947,Japan,admin
Bauru,-22.3147,-49.0606,Brazil,admin
La Florida,-33.5333,-70.5833,Chile,admin
Nicolas Romero,19.5833,-99.3667,Mexico,admin
Jinshan,25.1475,101.9764,China,admin
Bochum,51.4819,7.2158,Germany,admin
Baguio City,16.4119,120.5933,Philippines,admin
Cibinong,-6.485,106.842,Indonesia,admin
Sivas,39.75,37.0167,Turkey,admin
Kolga,22.35,82.68,India,admin
Korba,22.3458,82.6963,India,admin
Rio Branco,-9.9781,-67.8117,Brazil,admin
Tecamac,19.7131,-98.9683,Mexico,admin
Alanya,36.55,32,Turkey,admin
Mandaue City,10.33,123.93,Philippines,admin
Kocaeli,40.7625,29.9175,Turkey,admin
Victoria,48.4283,-123.3647,Canada,admin
Iligan,8.23,124.25,Philippines,admin
Anguo,38.418,115.327,China,admin
Keelung,25.1333,121.7333,Taiwan,admin
Ivanovo,56.9967,40.9819,Russia,admin
Cuenca,-2.8974,-79.0045,Ecuador,admin
Blumenau,-26.9189,-49.0658,Brazil,admin
Nanqiao,30.9167,121.4547,China,admin
Florence,43.7714,11.2542,Italy,admin
Bengkulu,-3.7956,102.2592,Indonesia,admin
Caxias do Sul,-29.1678,-51.1789,Brazil,admin
Malmo,55.5833,13.0333,Sweden,admin
Shuanghe,30.3746,106.7903,China,admin
Dengtacun,41.4333,123.3333,China,admin
Utrecht,52.0908,5.1217,Netherlands,admin
Palu,-0.895,119.8594,Indonesia,admin
Sikar,27.62,75.15,India,admin
Wuppertal,51.2667,7.1833,Germany,admin
Palmira,3.5833,-76.25,Colombia,admin
Sao Jose do Rio Preto,-20.82,-49.3789,Brazil,admin
Ash Shuhada',30.5968,30.8993,Egypt,admin
Sasaram,24.95,84.03,India,admin
Sultanbeyli,40.9683,29.2617,Turkey,admin
Xunyang,32.8341,109.3653,China,admin
Taraz,42.9,71.3667,Kazakhstan,admin
Anda,46.424,125.352,China,admin
Karnal,29.686,76.989,India,admin
Vinnytsia,49.2333,28.4833,Ukraine,admin
Minatitlan,17.9833,-94.55,Mexico,admin
Linxia Chengguanzhen,35.6047,103.2422,China,admin
Brahmapur,19.315,84.7941,India,admin
Caucaia,-3.7328,-38.6558,Brazil,admin
Cabuyao,14.275,121.125,Philippines,admin
San Fernando,15.03,120.68,Philippines,admin
Kawagoe,35.9251,139.4858,Japan,admin
Pokhara,28.2097,83.9853,Nepal,admin
Nice,43.7034,7.2663,France,admin
Villahermosa,17.9892,-92.9281,Mexico,admin
Wakayama,34.2333,135.1667,Japan,admin
Kita-ku,35.75,139.7333,Japan,admin
Gimpo,37.7,126.6,"Korea, South",admin
Corrientes,-27.4833,-58.8167,Argentina,admin
Thari Mir Wah,27.0683,68.6023,Pakistan,admin
Nara,34.6844,135.805,Japan,admin
Vladimir,56.1286,40.4058,Russia,admin
Arkhangelsk,64.5431,40.5375,Russia,admin
Batangas,13.83,121,Philippines,admin
Ahmadnagar,19.08,74.73,India,admin
Varna,43.2114,27.9111,Bulgaria,admin
Tarsus,36.9165,34.8951,Turkey,admin
Sariyer,41.1669,29.0572,Turkey,admin
Semey,50.4333,80.2667,Kazakhstan,admin
Tungi,23.8915,90.4023,Bangladesh,admin
Gode,5.9527,43.5516,Ethiopia,admin
An Nhon,13.917,109.083,Vietnam,admin
Olinda,-8.0089,-34.855,Brazil,admin
Praia Grande,-24.0058,-46.4028,Brazil,admin
Shinjuku,35.7014,139.7097,Japan,admin
Antofagasta,-23.65,-70.4,Chile,admin
Meram,37.8364,32.4383,Turkey,admin
Cascavel,-24.9558,-53.4553,Brazil,admin
Pamukkale,37.9167,29.1167,Turkey,admin
Canoas,-29.92,-51.18,Brazil,admin
Takatsuki,34.8461,135.6175,Japan,admin
Yidu,30.378,111.45,China,admin
Plovdiv,42.1434,24.751,Bulgaria,admin
Central Coast,-33.3,151.2,Australia,admin
Karsiyaka,38.4594,27.1153,Turkey,admin
Shahjanpur,27.88,79.91,India,admin
Avadi,13.1147,80.1098,India,admin
Khanapur,15.6394,74.5083,India,admin
Cuddapah,14.47,78.82,India,admin
Nakano,35.7074,139.6638,Japan,admin
Yong'an,25.942,117.365,China,admin
Alamadi,13.1097,80.0972,India,admin
Carapicuiba,-23.5228,-46.8358,Brazil,admin
Otsu,35.0167,135.85,Japan,admin
Pavlodar,52.3,76.95,Kazakhstan,admin
Chon Buri,13.3611,100.985,Thailand,admin
Naga City,13.6244,123.1864,Philippines,admin
Florianopolis,-27.5933,-48.553,Brazil,admin
Paulista,-7.9408,-34.8728,Brazil,admin
Rajahmundry,16.98,81.78,India,admin
Koshigaya,35.8911,139.7909,Japan,admin
Hongjiang,27.191,109.819,China,admin
Yesilyurt,38.2961,38.2489,Turkey,admin
Vung Tau,10.3833,107.1167,Vietnam,admin
Jeonju,35.8167,127.15,"Korea, South",admin
Alwar,27.5498,76.6355,India,admin
Huadian,42.972,126.746,China,admin
Tokorozawa,35.7996,139.4686,Japan,admin
Sumqayit,40.5961,49.67,Azerbaijan,admin
Vitoria da Conquista,-14.8661,-40.8394,Brazil,admin
Buon Ma Thuot,12.6667,108.05,Vietnam,admin
Mishan,45.5298,131.8466,China,admin
Makiivka,48.0556,37.9611,Ukraine,admin
Cuernavaca,18.9186,-99.2342,Mexico,admin
Markham,43.8767,-79.2633,Canada,admin
Bielefeld,52.0211,8.5347,Germany,admin
Bydgoszcz,53.1219,18.0003,Poland,admin
Chinju,35.2,128.0833,"Korea, South",admin
Randburg,-26.0936,28.0064,South Africa,admin
Iwaki,37.0505,140.8877,Japan,admin
Oshawa,43.9,-78.85,Canada,admin
Bonn,50.7353,7.1022,Germany,admin
Sambalpur,21.47,83.97,India,admin
Santo Domingo de los Colorados,-0.2542,-79.1719,Ecuador,admin
Uruapan,19.4208,-102.0628,Mexico,admin
Lublin,51.25,22.5667,Poland,admin
Porto Velho,-8.7619,-63.9039,Brazil,admin
Licheng,24.5,110.4,China,admin
Huichang,34.9073,112.7914,China,admin
Tampere,61.4981,23.76,Finland,admin
Muzaffarpur,26.1225,85.3906,India,admin
Chita,52.05,113.4667,Russia,admin
Vina del Mar,-33.0244,-71.5517,Chile,admin
Khipro,25.823,69.377,Pakistan,admin
Asan,36.7836,127.0042,"Korea, South",admin
Chak Jhumra,31.5667,73.1833,Pakistan,admin
Simferopol,44.9519,34.1022,Ukraine,admin
Konak,38.4189,27.1285,Turkey,admin
Soledad de Graciano Sanchez,22.1833,-100.9333,Mexico,admin
Santarem,-2.4431,-54.7083,Brazil,admin
Yanbu`,24.0523,38.1503,Saudi Arabia,admin
Maebashi,36.3895,139.0634,Japan,admin
Kaluga,54.55,36.2833,Russia,admin
Ganca,40.6828,46.3606,Azerbaijan,admin
Asahikawa,43.7667,142.3667,Japan,admin
Kendari,-3.9907,122.5086,Indonesia,admin
Wonju,37.3417,127.9208,"Korea, South",admin
Birkat as Sab`,30.6291,31.0824,Egypt,admin
Nizhniy Tagil,57.9167,59.9667,Russia,admin
Finglas,53.3892,-6.2969,Ireland,admin
Kamarhati,22.6686,88.3704,India,admin
Nicosia,35.1725,33.365,Cyprus,admin
Lengshuijiang,27.686,111.436,China,admin
Ribeirao das Neves,-19.7669,-44.0869,Brazil,admin
Ciudad Obregon,27.4939,-109.9389,Mexico,admin
Campiernagar,27.029,83.2668,India,admin
Phatthaya,12.9357,100.889,Thailand,admin
Minzhu,43.7238,127.3448,China,admin
Belgorod,50.6,36.6,Russia,admin
Gomez Palacio,25.5611,-103.4983,Mexico,admin
Bijapur,16.83,75.71,India,admin
Cabanatuan City,15.4908,120.9678,Philippines,admin
Si Racha,13.174,100.93,Thailand,admin
Salamanca,20.5703,-101.1972,Mexico,admin
Ratnagiri,16.9944,73.3,India,admin
Ulanhot,46.0722,122.0933,China,admin
Koriyama,37.4004,140.3597,Japan,admin
Yunzhong,39.8279,113.1,China,admin
Arnavutkoy,41.1856,28.7406,Turkey,admin
Kucukcekmece,41,28.8,Turkey,admin
Roodepoort,-26.1625,27.8725,South Africa,admin
San Pedro,14.3583,121.0583,Philippines,admin
Kochi,33.5589,133.5314,Japan,admin
Jagdalpur,19.18,81.92,India,admin
Rampur,28.8,79,India,admin
Kuching,1.53,110.33,Malaysia,admin
Cotabato,7.22,124.25,Philippines,admin
Nantes,47.2181,-1.5528,France,admin
Cariacica,-20.2639,-40.42,Brazil,admin
Nazret,8.5414,39.2689,Ethiopia,admin
Safi,32.2833,-9.2333,Morocco,admin
Kluang,2.0383,103.3179,Malaysia,admin
Mekele,13.4969,39.4769,Ethiopia,admin
Pelotas,-31.7719,-52.3428,Brazil,admin
Vaughan,43.8333,-79.5,Canada,admin
Kaiyuan,23.7111,103.2461,China,admin
Tangdong,25.973,113.231,China,admin
Munster,51.9625,7.6256,Germany,admin
Vitoria,-20.3106,-40.2972,Brazil,admin
Shimoga,13.9333,75.5667,India,admin
Hotan,37.1167,79.9167,China,admin
Ning'an,44.341,129.483,China,admin
Taourirt,34.4169,-2.885,Morocco,admin
San Salvador de Jujuy,-24.1833,-65.3,Argentina,admin
Kashipur,29.22,78.95,India,admin
Thu Dau Mot,10.9667,106.65,Vietnam,admin
Serra,-20.1289,-40.3078,Brazil,admin
Sukabumi,-6.9181,106.9315,Indonesia,admin
Junagadh,21.5222,70.4579,India,admin
Guasavito,25.5744,-108.4706,Mexico,admin
Tehuacan,18.4617,-97.3928,Mexico,admin
Coatzacoalcos,18.1414,-94.4344,Mexico,admin
Zalantun,48.027,122.708,China,admin
Hafizabad,32.0714,73.6878,Pakistan,admin
Gwangmyeongni,37.476,126.866,"Korea, South",admin
Taubate,-23.0333,-45.55,Brazil,admin
Zhengjiatun,43.5183,123.5027,China,admin
Fontibon,4.6786,-74.1411,Colombia,admin
Hapur,28.7309,77.7757,India,admin
Mannheim,49.4878,8.4661,Germany,admin
Barueri,-23.5111,-46.8764,Brazil,admin
Naha,26.2122,127.6792,Japan,admin
Bari,41.1253,16.8667,Italy,admin
Pattikad,10.5276,76.2144,India,admin
Xiaoli,22.6721,113.2509,China,admin
Trichur,10.5276,76.2144,India,admin
Yingzhong,32.237,119.815,China,admin
Volzhskiy,48.8056,44.7417,Russia,admin
Balikesir,39.6333,27.8833,Turkey,admin
Espoo,60.2056,24.6556,Finland,admin
Muar,2.0337,102.5666,Malaysia,admin
Kasur,31.1167,74.45,Pakistan,admin
Usme,4.4464,-74.1522,Colombia,admin
Barddhaman,23.2333,87.8667,India,admin
Binangonan,14.4514,121.1919,Philippines,admin
Podolsk,55.4311,37.5456,Russia,admin
Smolensk,54.7828,32.0453,Russia,admin
Jiayuguan,39.7732,98.2882,China,admin
Pasir Gudang,1.462,103.9053,Malaysia,admin
Vologda,59.2167,39.9,Russia,admin
Tanza,14.3944,120.8531,Philippines,admin
Yakutsk,62.03,129.73,Russia,admin
Catania,37.5027,15.0873,Italy,admin
Panvel,18.9944,73.1139,India,admin
Guaruja,-23.9936,-46.2564,Brazil,admin
Nizamabad,18.672,78.094,India,admin
Quy Nhon,13.7667,109.2333,Vietnam,admin
Kurgan,55.4667,65.35,Russia,admin
Saransk,54.1833,45.1833,Russia,admin
Ha'il,27.5167,41.6833,Saudi Arabia,admin
Datang,22.9406,113.9436,China,admin
Longquan,25.9106,114.786,China,admin
Mitchells Plain,-34.0506,18.6181,South Africa,admin
Yokkaichi,34.965,136.6244,Japan,admin
Chalco,19.2647,-98.8975,Mexico,admin
Tehran,35.6889,51.3897,Iran,primary
Madrid,40.4169,-3.7033,Spain,admin
Barcelona,41.3833,2.1833,Spain,admin
